Interaction_ID,Date,Date_f,Hour,Agent_ID,Team,Product_Line,Call_Type,Handle_Time_Seconds,Hold_Time_Seconds,Call_Outcome,CSAT_Score,First_Call_Resolution,Handle_Time_Minutes,Day_of_Week,Week,Month,Expected AHT,,,,,,,,
17607,45993,"Tuesday, December 2, 2025",9,E91484110,Team_Beta,Auto,Payment_Inquiry,224,13,Info_Provided,77,1,3.73,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17608,45993,"Tuesday, December 2, 2025",8,E91484110,Team_Beta,Auto,Payment_Inquiry,166,14,Transferred,71,0,2.77,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17609,45993,"Tuesday, December 2, 2025",9,E91484110,Team_Beta,Auto,Dispute,656,100,Resolved,72,0,10.93,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17610,45993,"Tuesday, December 2, 2025",14,E91484110,Team_Beta,Card,Promise_to_Pay,334,7,Payment_Collected,51,0,5.57,Tuesday,49,December,Meeting Expectations,,,,,,,,
17611,45993,"Tuesday, December 2, 2025",12,E91484110,Team_Beta,Card,Dispute,505,24,Resolved,76,1,8.42,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17612,45993,"Tuesday, December 2, 2025",9,E91484110,Team_Beta,Card,Promise_to_Pay,364,2,PTP_Made,72,0,6.07,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17613,45993,"Tuesday, December 2, 2025",14,E91484110,Team_Beta,Auto,Payment_Inquiry,297,1,Payment_Collected,73,0,4.95,Tuesday,49,December,Meeting Expectations,,,,,,,,
17614,45993,"Tuesday, December 2, 2025",13,E91484110,Team_Beta,Auto,General_Inquiry,225,2,Resolved,80,1,3.75,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17615,45993,"Tuesday, December 2, 2025",14,E91484110,Team_Beta,Auto,Payment_Inquiry,259,8,Info_Provided,68,1,4.32,Tuesday,49,December,Meeting Expectations,,,,,,,,
17616,45993,"Tuesday, December 2, 2025",12,E91484110,Team_Beta,Card,Payment_Inquiry,211,8,Payment_Collected,86,0,3.52,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17617,45993,"Tuesday, December 2, 2025",13,E91484110,Team_Beta,Auto,Promise_to_Pay,353,3,Refused,70,0,5.88,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17618,45993,"Tuesday, December 2, 2025",16,E91484110,Team_Beta,Auto,Promise_to_Pay,440,23,PTP_Made,70,0,7.33,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17619,45993,"Tuesday, December 2, 2025",11,E91484110,Team_Beta,Auto,Payment_Inquiry,265,11,Payment_Collected,60,0,4.42,Tuesday,49,December,Meeting Expectations,,,,,,,,
17620,45993,"Tuesday, December 2, 2025",12,E91484110,Team_Beta,Auto,Promise_to_Pay,278,6,PTP_Made,72,0,4.63,Tuesday,49,December,Meeting Expectations,,,,,,,,
17621,45993,"Tuesday, December 2, 2025",10,E91484110,Team_Beta,Auto,Dispute,589,180,Resolved,68,0,9.82,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17622,45993,"Tuesday, December 2, 2025",15,E91484110,Team_Beta,Auto,Dispute,554,41,Resolved,89,0,9.23,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17623,45993,"Tuesday, December 2, 2025",11,E91484110,Team_Beta,Auto,Payment_Inquiry,269,10,Payment_Collected,63,1,4.48,Tuesday,49,December,Meeting Expectations,,,,,,,,
17624,45993,"Tuesday, December 2, 2025",14,E91484110,Team_Beta,Auto,Promise_to_Pay,257,8,PTP_Made,68,0,4.28,Tuesday,49,December,Meeting Expectations,,,,,,,,
17625,45993,"Tuesday, December 2, 2025",16,E22704995,Team_Beta,Auto,General_Inquiry,237,40,Callback_Scheduled,71,0,3.95,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17626,45993,"Tuesday, December 2, 2025",12,E22704995,Team_Beta,Auto,Payment_Inquiry,289,4,Payment_Collected,65,0,4.82,Tuesday,49,December,Meeting Expectations,,,,,,,,
17627,45993,"Tuesday, December 2, 2025",8,E22704995,Team_Beta,Auto,General_Inquiry,133,1,Resolved,80,1,2.22,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17628,45993,"Tuesday, December 2, 2025",12,E22704995,Team_Beta,Auto,Payment_Inquiry,168,1,Info_Provided,91,0,2.80,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17629,45993,"Tuesday, December 2, 2025",15,E22704995,Team_Beta,Auto,Payment_Inquiry,253,9,Transferred,80,0,4.22,Tuesday,49,December,Meeting Expectations,,,,,,,,
17630,45993,"Tuesday, December 2, 2025",10,E22704995,Team_Beta,Card,Hardship,610,15,Resolved,70,1,10.17,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17631,45993,"Tuesday, December 2, 2025",15,E22704995,Team_Beta,Card,Payment_Inquiry,293,31,Info_Provided,65,0,4.88,Tuesday,49,December,Meeting Expectations,,,,,,,,
17632,45993,"Tuesday, December 2, 2025",15,E22704995,Team_Beta,Card,Promise_to_Pay,230,2,Payment_Collected,68,0,3.83,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17633,45993,"Tuesday, December 2, 2025",14,E22704995,Team_Beta,Auto,Payment_Inquiry,277,22,Payment_Collected,86,0,4.62,Tuesday,49,December,Meeting Expectations,,,,,,,,
17634,45993,"Tuesday, December 2, 2025",10,E22704995,Team_Beta,Auto,Promise_to_Pay,294,36,PTP_Made,77,0,4.90,Tuesday,49,December,Meeting Expectations,,,,,,,,
17635,45993,"Tuesday, December 2, 2025",13,E22704995,Team_Beta,Card,Hardship,664,1,Escalated,55,0,11.07,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17636,45993,"Tuesday, December 2, 2025",10,E22704995,Team_Beta,Auto,Payment_Inquiry,138,43,Payment_Collected,56,0,2.30,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17637,45993,"Tuesday, December 2, 2025",9,E22704995,Team_Beta,Card,Payment_Inquiry,228,0,Payment_Collected,93,0,3.80,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17638,45993,"Tuesday, December 2, 2025",15,E22704995,Team_Beta,Auto,Payment_Inquiry,192,7,Info_Provided,80,0,3.20,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17639,45993,"Tuesday, December 2, 2025",13,E22704995,Team_Beta,Auto,Promise_to_Pay,325,26,PTP_Made,79,0,5.42,Tuesday,49,December,Meeting Expectations,,,,,,,,
17640,45993,"Tuesday, December 2, 2025",12,E22704995,Team_Beta,Auto,Payment_Inquiry,188,43,Payment_Collected,79,1,3.13,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17641,45993,"Tuesday, December 2, 2025",16,E22704995,Team_Beta,Auto,Payment_Inquiry,265,114,Payment_Collected,55,1,4.42,Tuesday,49,December,Meeting Expectations,,,,,,,,
17642,45993,"Tuesday, December 2, 2025",14,E22704995,Team_Beta,Auto,Promise_to_Pay,288,9,PTP_Made,77,0,4.80,Tuesday,49,December,Meeting Expectations,,,,,,,,
17643,45993,"Tuesday, December 2, 2025",11,E22704995,Team_Beta,Card,Promise_to_Pay,306,5,PTP_Made,53,0,5.10,Tuesday,49,December,Meeting Expectations,,,,,,,,
17644,45993,"Tuesday, December 2, 2025",10,E22704995,Team_Beta,Card,Payment_Inquiry,226,88,Payment_Collected,63,1,3.77,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17645,45993,"Tuesday, December 2, 2025",10,E22704995,Team_Beta,Auto,Promise_to_Pay,446,5,No_Contact,51,1,7.43,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17646,45993,"Tuesday, December 2, 2025",13,E22704995,Team_Beta,Card,Dispute,543,21,Escalated,61,0,9.05,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17647,45993,"Tuesday, December 2, 2025",16,E22704995,Team_Beta,Card,Promise_to_Pay,411,8,Payment_Collected,78,1,6.85,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17648,45993,"Tuesday, December 2, 2025",14,E22704995,Team_Beta,Auto,Payment_Inquiry,283,77,Info_Provided,74,0,4.72,Tuesday,49,December,Meeting Expectations,,,,,,,,
17649,45993,"Tuesday, December 2, 2025",16,E22704995,Team_Beta,Card,Promise_to_Pay,242,11,Refused,70,0,4.03,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17650,45993,"Tuesday, December 2, 2025",11,E22704995,Team_Beta,Card,Dispute,587,22,Escalated,99,0,9.78,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17651,45993,"Tuesday, December 2, 2025",9,E22704995,Team_Beta,Auto,Hardship,751,15,Resolved,57,1,12.52,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17652,45993,"Tuesday, December 2, 2025",9,E22704995,Team_Beta,Auto,General_Inquiry,162,54,Resolved,67,0,2.70,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17653,45993,"Tuesday, December 2, 2025",9,E22704995,Team_Beta,Card,Dispute,633,23,Escalated,51,1,10.55,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17654,45993,"Tuesday, December 2, 2025",15,E22704995,Team_Beta,Card,Payment_Inquiry,237,5,Payment_Collected,72,1,3.95,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17655,45993,"Tuesday, December 2, 2025",9,E22704995,Team_Beta,Auto,Payment_Inquiry,248,98,Payment_Collected,73,1,4.13,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17656,45993,"Tuesday, December 2, 2025",12,E22704995,Team_Beta,Auto,Promise_to_Pay,307,26,Payment_Collected,92,1,5.12,Tuesday,49,December,Meeting Expectations,,,,,,,,
17657,45993,"Tuesday, December 2, 2025",11,E04556975,Team_Beta,Auto,Payment_Inquiry,205,13,Payment_Collected,76,0,3.42,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17658,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Auto,Dispute,434,67,Resolved,67,0,7.23,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17659,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Auto,Payment_Inquiry,186,2,Payment_Collected,81,0,3.10,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17660,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Auto,Dispute,421,3,Resolved,69,1,7.02,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17661,45993,"Tuesday, December 2, 2025",8,E04556975,Team_Beta,Auto,Payment_Inquiry,272,11,Transferred,84,1,4.53,Tuesday,49,December,Meeting Expectations,,,,,,,,
17662,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Auto,Payment_Inquiry,124,0,Payment_Collected,84,1,2.07,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17663,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Auto,Dispute,455,5,Callback_Scheduled,96,0,7.58,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17664,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Card,Payment_Inquiry,224,45,Info_Provided,79,0,3.73,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17665,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Auto,Hardship,588,27,Escalated,92,0,9.80,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17666,45993,"Tuesday, December 2, 2025",10,E04556975,Team_Beta,Card,Promise_to_Pay,237,7,No_Contact,84,1,3.95,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17667,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Auto,General_Inquiry,187,31,Resolved,65,1,3.12,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17668,45993,"Tuesday, December 2, 2025",11,E04556975,Team_Beta,Auto,Dispute,468,19,Resolved,73,1,7.80,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17669,45993,"Tuesday, December 2, 2025",10,E04556975,Team_Beta,Auto,General_Inquiry,120,9,Resolved,85,1,2.00,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17670,45993,"Tuesday, December 2, 2025",12,E04556975,Team_Beta,Card,General_Inquiry,173,5,Escalated,67,1,2.88,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17671,45993,"Tuesday, December 2, 2025",12,E04556975,Team_Beta,Auto,Promise_to_Pay,266,18,PTP_Made,62,0,4.43,Tuesday,49,December,Meeting Expectations,,,,,,,,
17672,45993,"Tuesday, December 2, 2025",13,E04556975,Team_Beta,Auto,Promise_to_Pay,310,10,PTP_Made,60,0,5.17,Tuesday,49,December,Meeting Expectations,,,,,,,,
17673,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Auto,Dispute,505,1,Resolved,64,0,8.42,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17674,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Card,General_Inquiry,102,71,Resolved,66,0,1.70,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17675,45993,"Tuesday, December 2, 2025",16,E04556975,Team_Beta,Card,Promise_to_Pay,274,10,PTP_Made,87,0,4.57,Tuesday,49,December,Meeting Expectations,,,,,,,,
17676,45993,"Tuesday, December 2, 2025",10,E04556975,Team_Beta,Auto,Payment_Inquiry,275,67,Info_Provided,60,0,4.58,Tuesday,49,December,Meeting Expectations,,,,,,,,
17677,45993,"Tuesday, December 2, 2025",11,E04556975,Team_Beta,Card,Payment_Inquiry,112,17,Info_Provided,69,0,1.87,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17678,45993,"Tuesday, December 2, 2025",9,E04556975,Team_Beta,Auto,Dispute,564,27,Resolved,71,0,9.40,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17679,45993,"Tuesday, December 2, 2025",15,E04556975,Team_Beta,Auto,General_Inquiry,76,4,Resolved,68,0,1.27,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17680,45993,"Tuesday, December 2, 2025",14,E92979286,Team_Beta,Auto,Promise_to_Pay,350,8,PTP_Made,80,0,5.83,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17681,45993,"Tuesday, December 2, 2025",11,E92979286,Team_Beta,Card,Hardship,567,32,Escalated,99,0,9.45,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17682,45993,"Tuesday, December 2, 2025",9,E92979286,Team_Beta,Auto,Payment_Inquiry,251,47,Info_Provided,66,1,4.18,Tuesday,49,December,Meeting Expectations,,,,,,,,
17683,45993,"Tuesday, December 2, 2025",15,E92979286,Team_Beta,Auto,Hardship,567,50,Resolved,64,1,9.45,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17684,45993,"Tuesday, December 2, 2025",15,E92979286,Team_Beta,Card,Hardship,672,26,Escalated,60,0,11.20,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17685,45993,"Tuesday, December 2, 2025",11,E92979286,Team_Beta,Auto,Promise_to_Pay,289,40,PTP_Made,73,1,4.82,Tuesday,49,December,Meeting Expectations,,,,,,,,
17686,45993,"Tuesday, December 2, 2025",9,E92979286,Team_Beta,Auto,Dispute,518,48,Resolved,77,0,8.63,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17687,45993,"Tuesday, December 2, 2025",13,E92979286,Team_Beta,Card,Payment_Inquiry,176,15,Payment_Collected,81,0,2.93,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17688,45993,"Tuesday, December 2, 2025",12,E92979286,Team_Beta,Auto,Promise_to_Pay,272,5,PTP_Made,65,0,4.53,Tuesday,49,December,Meeting Expectations,,,,,,,,
17689,45993,"Tuesday, December 2, 2025",15,E92979286,Team_Beta,Auto,Hardship,581,10,Escalated,85,0,9.68,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17690,45993,"Tuesday, December 2, 2025",12,E92979286,Team_Beta,Auto,Payment_Inquiry,198,0,Info_Provided,73,1,3.30,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17691,45993,"Tuesday, December 2, 2025",14,E92979286,Team_Beta,Auto,General_Inquiry,229,49,Callback_Scheduled,77,0,3.82,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17692,45993,"Tuesday, December 2, 2025",9,E92979286,Team_Beta,Auto,General_Inquiry,183,98,Callback_Scheduled,74,0,3.05,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17693,45993,"Tuesday, December 2, 2025",11,E92979286,Team_Beta,Auto,Dispute,588,47,Resolved,81,0,9.80,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17694,45993,"Tuesday, December 2, 2025",9,E92979286,Team_Beta,Auto,Hardship,598,30,Resolved,64,0,9.97,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17695,45993,"Tuesday, December 2, 2025",8,E92979286,Team_Beta,Auto,Payment_Inquiry,232,3,Info_Provided,79,1,3.87,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17696,45993,"Tuesday, December 2, 2025",16,E92979286,Team_Beta,Auto,Dispute,590,14,Escalated,65,0,9.83,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17697,45993,"Tuesday, December 2, 2025",10,E92979286,Team_Beta,Auto,Promise_to_Pay,338,26,No_Contact,71,1,5.63,Tuesday,49,December,Meeting Expectations,,,,,,,,
17698,45993,"Tuesday, December 2, 2025",12,E92979286,Team_Beta,Card,Payment_Inquiry,171,8,Payment_Collected,76,1,2.85,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17699,45993,"Tuesday, December 2, 2025",11,E92979286,Team_Beta,Auto,Dispute,522,14,Resolved,73,1,8.70,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17700,45993,"Tuesday, December 2, 2025",11,E92979286,Team_Beta,Auto,Dispute,523,0,Resolved,75,0,8.72,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17701,45993,"Tuesday, December 2, 2025",10,E92979286,Team_Beta,Auto,Promise_to_Pay,288,0,Payment_Collected,67,1,4.80,Tuesday,49,December,Meeting Expectations,,,,,,,,
17702,45993,"Tuesday, December 2, 2025",12,E92979286,Team_Beta,Card,Payment_Inquiry,217,20,Payment_Collected,82,1,3.62,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17703,45993,"Tuesday, December 2, 2025",10,E92979286,Team_Beta,Card,Promise_to_Pay,252,30,Payment_Collected,86,1,4.20,Tuesday,49,December,Meeting Expectations,,,,,,,,
17704,45993,"Tuesday, December 2, 2025",13,E92979286,Team_Beta,Card,Payment_Inquiry,218,7,Payment_Collected,85,0,3.63,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17705,45993,"Tuesday, December 2, 2025",11,E60343450,Team_Beta,Card,Payment_Inquiry,195,0,Payment_Collected,77,0,3.25,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17706,45993,"Tuesday, December 2, 2025",14,E60343450,Team_Beta,Card,Hardship,762,14,Callback_Scheduled,85,0,12.70,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17707,45993,"Tuesday, December 2, 2025",10,E60343450,Team_Beta,Auto,Hardship,676,93,Resolved,65,1,11.27,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17708,45993,"Tuesday, December 2, 2025",15,E60343450,Team_Beta,Auto,Hardship,706,24,Callback_Scheduled,71,0,11.77,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17709,45993,"Tuesday, December 2, 2025",13,E60343450,Team_Beta,Auto,Payment_Inquiry,202,31,Info_Provided,87,0,3.37,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17710,45993,"Tuesday, December 2, 2025",16,E60343450,Team_Beta,Auto,Promise_to_Pay,421,3,Payment_Collected,53,0,7.02,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17711,45993,"Tuesday, December 2, 2025",10,E60343450,Team_Beta,Card,Promise_to_Pay,248,2,PTP_Made,96,1,4.13,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17712,45993,"Tuesday, December 2, 2025",10,E60343450,Team_Beta,Auto,Hardship,579,39,Resolved,80,0,9.65,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17713,45993,"Tuesday, December 2, 2025",9,E60343450,Team_Beta,Card,Promise_to_Pay,351,16,Payment_Collected,64,1,5.85,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17714,45993,"Tuesday, December 2, 2025",9,E60343450,Team_Beta,Auto,Payment_Inquiry,295,39,Payment_Collected,73,1,4.92,Tuesday,49,December,Meeting Expectations,,,,,,,,
17715,45993,"Tuesday, December 2, 2025",14,E60343450,Team_Beta,Auto,General_Inquiry,227,4,Resolved,67,1,3.78,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17716,45993,"Tuesday, December 2, 2025",13,E60343450,Team_Beta,Auto,Dispute,515,2,Escalated,66,1,8.58,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17717,45993,"Tuesday, December 2, 2025",10,E60343450,Team_Beta,Auto,Hardship,656,16,Resolved,60,1,10.93,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17718,45993,"Tuesday, December 2, 2025",10,E60343450,Team_Beta,Card,Payment_Inquiry,261,4,Info_Provided,62,1,4.35,Tuesday,49,December,Meeting Expectations,,,,,,,,
17719,45993,"Tuesday, December 2, 2025",9,E60343450,Team_Beta,Auto,Promise_to_Pay,136,83,No_Contact,76,1,2.27,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17720,45993,"Tuesday, December 2, 2025",12,E60343450,Team_Beta,Card,Promise_to_Pay,305,18,Payment_Collected,69,0,5.08,Tuesday,49,December,Meeting Expectations,,,,,,,,
17721,45993,"Tuesday, December 2, 2025",9,E60343450,Team_Beta,Auto,Promise_to_Pay,199,7,PTP_Made,88,1,3.32,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17722,45993,"Tuesday, December 2, 2025",9,E60343450,Team_Beta,Auto,Promise_to_Pay,220,9,PTP_Made,64,0,3.67,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17723,45993,"Tuesday, December 2, 2025",15,E60343450,Team_Beta,Auto,Hardship,605,112,Resolved,72,1,10.08,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17724,45993,"Tuesday, December 2, 2025",15,E60343450,Team_Beta,Auto,Promise_to_Pay,325,45,PTP_Made,84,0,5.42,Tuesday,49,December,Meeting Expectations,,,,,,,,
17725,45993,"Tuesday, December 2, 2025",11,E28421426,Team_Beta,Auto,Hardship,661,5,Resolved,60,0,11.02,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17726,45993,"Tuesday, December 2, 2025",8,E28421426,Team_Beta,Auto,Dispute,508,79,Escalated,71,1,8.47,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17727,45993,"Tuesday, December 2, 2025",12,E28421426,Team_Beta,Auto,Payment_Inquiry,264,25,Payment_Collected,72,1,4.40,Tuesday,49,December,Meeting Expectations,,,,,,,,
17728,45993,"Tuesday, December 2, 2025",16,E28421426,Team_Beta,Auto,Promise_to_Pay,265,26,Payment_Collected,63,0,4.42,Tuesday,49,December,Meeting Expectations,,,,,,,,
17729,45993,"Tuesday, December 2, 2025",16,E28421426,Team_Beta,Card,Payment_Inquiry,233,21,Info_Provided,90,1,3.88,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17730,45993,"Tuesday, December 2, 2025",9,E28421426,Team_Beta,Auto,Dispute,473,1,Resolved,76,0,7.88,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17731,45993,"Tuesday, December 2, 2025",14,E28421426,Team_Beta,Card,Dispute,575,42,Resolved,75,0,9.58,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17732,45993,"Tuesday, December 2, 2025",12,E28421426,Team_Beta,Card,Hardship,496,29,Escalated,73,1,8.27,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17733,45993,"Tuesday, December 2, 2025",10,E28421426,Team_Beta,Auto,Dispute,485,35,Resolved,97,1,8.08,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17734,45993,"Tuesday, December 2, 2025",9,E28421426,Team_Beta,Auto,Promise_to_Pay,357,31,PTP_Made,65,1,5.95,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17735,45993,"Tuesday, December 2, 2025",13,E28421426,Team_Beta,Auto,Payment_Inquiry,241,6,Payment_Collected,72,1,4.02,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17736,45993,"Tuesday, December 2, 2025",15,E28421426,Team_Beta,Card,General_Inquiry,164,0,Resolved,68,1,2.73,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17737,45993,"Tuesday, December 2, 2025",15,E28421426,Team_Beta,Card,Dispute,504,27,Escalated,52,1,8.40,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17738,45993,"Tuesday, December 2, 2025",15,E28421426,Team_Beta,Auto,Promise_to_Pay,314,2,PTP_Made,71,1,5.23,Tuesday,49,December,Meeting Expectations,,,,,,,,
17739,45993,"Tuesday, December 2, 2025",16,E28421426,Team_Beta,Card,Hardship,710,2,Callback_Scheduled,80,0,11.83,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17740,45993,"Tuesday, December 2, 2025",11,E28421426,Team_Beta,Auto,Hardship,653,68,Resolved,80,0,10.88,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17741,45993,"Tuesday, December 2, 2025",16,E28421426,Team_Beta,Auto,Dispute,476,2,Resolved,69,0,7.93,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17742,45993,"Tuesday, December 2, 2025",10,E28421426,Team_Beta,Auto,Promise_to_Pay,283,33,Payment_Collected,74,0,4.72,Tuesday,49,December,Meeting Expectations,,,,,,,,
17743,45993,"Tuesday, December 2, 2025",13,E28421426,Team_Beta,Auto,Payment_Inquiry,254,43,Info_Provided,73,1,4.23,Tuesday,49,December,Meeting Expectations,,,,,,,,
17744,45993,"Tuesday, December 2, 2025",14,E28421426,Team_Beta,Auto,General_Inquiry,180,11,Escalated,66,1,3.00,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17745,45993,"Tuesday, December 2, 2025",13,E93498830,Team_Beta,Auto,Dispute,361,3,Resolved,91,1,6.02,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17746,45993,"Tuesday, December 2, 2025",11,E93498830,Team_Beta,Auto,Hardship,496,3,Resolved,80,1,8.27,Tuesday,49,December,Not Meeting Expectations,,,,,,,,
17747,45993,"Tuesday, December 2, 2025",13,E93498830,Team_Beta,Auto,Payment_Inquiry,240,14,Info_Provided,71,1,4.00,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17748,45993,"Tuesday, December 2, 2025",13,E93498830,Team_Beta,Auto,Promise_to_Pay,233,41,Payment_Collected,69,0,3.88,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17749,45993,"Tuesday, December 2, 2025",10,E93498830,Team_Beta,Auto,Payment_Inquiry,176,17,Info_Provided,84,1,2.93,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17750,45993,"Tuesday, December 2, 2025",16,E93498830,Team_Beta,Auto,Promise_to_Pay,197,54,Payment_Collected,79,0,3.28,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17751,45993,"Tuesday, December 2, 2025",10,E93498830,Team_Beta,Auto,General_Inquiry,107,89,Resolved,71,1,1.78,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17752,45993,"Tuesday, December 2, 2025",9,E93498830,Team_Beta,Auto,Payment_Inquiry,137,25,Payment_Collected,76,0,2.28,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17753,45993,"Tuesday, December 2, 2025",13,E93498830,Team_Beta,Auto,Promise_to_Pay,209,13,PTP_Made,86,0,3.48,Tuesday,49,December,Exceeding Expectations,,,,,,,,
17754,45993,"Tuesday, December 2, 2025",9,E93498830,Team_Beta,Auto,General_Inquiry,15,0,Callback_Scheduled,54,1,0.25,Tuesday,49,December,Exceeding Expectations,,,,,,,,
